X,Y,Z,Q,A
7.15,5.148,24.3993,300.235,2
5.434,3.432,24.3993,300.235,2
7.15,3.432,24.3993,300.235,0
8.866,6.006,24.3993,300.235,2
5.434,3.432,17.0787,59.7724,0
4.576,1.716,17.0787,59.7724,2
3.718,3.432,17.0787,59.7724,2
3.718,5.148,17.0787,59.7724,2
6.292,1.716,17.0787,59.7724,2
0.286,6.006,-7.7496,84.3031,2
2.002,6.864,-7.7496,84.3031,0
0.286,7.722,-7.7496,84.3031,2
5.72,3.432,23.2968,19.4443,2
7.436,3.432,23.2968,19.4443,0
7.436,5.148,23.2968,19.4443,2
9.152,6.006,23.2968,19.4443,2
4.862,1.716,23.2968,19.4443,2
0.572,6.006,-21.9939,26.6656,0
5.72,3.432,23.4732,4.0945,2
7.436,3.432,23.4732,4.0945,0
7.436,5.148,23.4732,4.0945,2
9.152,6.006,23.4732,4.0945,2
2.574,5.148,-2.2812,7.96522,0
6.292,3.432,19.5042,133.002,0
5.434,1.716,19.5042,133.002,2
4.576,3.432,19.5042,133.002,2
4.576,5.148,19.5042,133.002,2
6.292,3.432,15.7557,45.1241,0
7.15,1.716,15.7557,45.1241,2
4.576,5.148,15.7557,45.1241,2
6.578,3.432,18.7545,334.793,0
5.72,1.716,18.7545,334.793,2
4.862,3.432,18.7545,334.793,2
4.862,5.148,18.7545,334.793,2
6.578,3.432,15.5793,53.7607,0
7.436,1.716,15.5793,53.7607,2
4.862,5.148,15.5793,53.7607,2
6.578,3.432,24.0465,42.9348,0
8.294,3.432,24.0465,42.9348,2
8.294,5.148,24.0465,42.9348,2
10.01,6.006,24.0465,42.9348,2
8.58,5.148,29.4708,81.6782,2
6.864,3.432,29.4708,81.6782,0
6.864,3.432,23.0763,332.072,0
8.58,3.432,23.0763,332.072,2
8.58,5.148,23.0763,332.072,2
10.296,6.006,23.0763,332.072,2
6.006,1.716,23.0763,332.072,2
5.148,3.432,23.0763,332.072,2
6.864,3.432,23.4732,57.8128,0
8.58,3.432,23.4732,57.8128,2
8.58,5.148,23.4732,57.8128,2
10.296,6.006,23.4732,57.8128,2
6.864,3.432,18.1812,12.9669,0
6.006,1.716,18.1812,12.9669,2
5.148,3.432,18.1812,12.9669,2
5.148,5.148,18.1812,12.9669,2
6.864,3.432,17.3433,2.62483,0
6.006,1.716,17.3433,2.62483,2
5.148,3.432,17.3433,2.62483,2
5.148,5.148,17.3433,2.62483,2
7.722,1.716,17.3433,2.62483,2
5.434,3.146,23.5614,65.6813,2
7.15,3.146,23.5614,65.6813,0
7.15,4.862,23.5614,65.6813,2
8.866,5.72,23.5614,65.6813,2
2.002,4.862,-7.7055,205.565,0
0.286,5.72,-7.7055,205.565,2
2.002,6.578,-7.7055,205.565,2
0.286,7.436,-7.7055,205.565,2
7.15,4.862,25.9428,75.7633,2
5.434,3.146,25.9428,75.7633,2
7.15,3.146,25.9428,75.7633,0
5.434,3.146,16.8141,31.4617,0
4.576,1.43,16.8141,31.4617,2
3.718,3.146,16.8141,31.4617,2
3.718,4.862,16.8141,31.4617,2
6.292,1.43,16.8141,31.4617,2
0.286,5.72,-10.9689,25.069,0
2.002,6.578,-10.9689,25.069,2
0.286,7.436,-10.9689,25.069,2
0.286,5.72,-21.5088,61.2662,0
7.436,4.862,28.1037,364.416,2
5.72,3.146,28.1037,364.416,2
7.436,3.146,28.1037,364.416,0
2.288,4.862,-6.2943,224.332,0
0.572,5.72,-21.3324,123.803,0
5.72,3.146,23.3409,13.4931,2
7.436,3.146,23.3409,13.4931,0
7.436,4.862,23.3409,13.4931,2
9.152,5.72,23.3409,13.4931,2
7.722,4.862,29.4708,166.362,0
6.006,3.146,29.4708,166.362,2
0.858,4.004,-30.5052,100.808,0
2.574,4.862,-3.6924,193.518,0
2.86,4.862,-2.1489,39.9954,0
1.144,4.004,-30.9021,23.6658,0
4.576,4.862,5.745,10.9106,0
2.86,4.862,5.745,10.9106,2
4.576,4.862,15.1824,10.5659,0
6.578,3.146,23.5614,32.9132,0
8.294,3.146,23.5614,32.9132,2
8.294,4.862,23.5614,32.9132,2
10.01,5.72,23.5614,32.9132,2
1.716,5.72,-11.013,10.2393,0
3.432,6.578,-11.013,10.2393,2
1.716,7.436,-11.013,10.2393,2
6.864,3.146,23.5614,11.594,0
8.58,3.146,23.5614,11.594,2
8.58,4.862,23.5614,11.594,2
10.296,5.72,23.5614,11.594,2
5.434,2.86,16.5936,45.2572,0
6.292,1.144,16.5936,45.2572,2
3.718,4.576,16.5936,45.2572,2
5.434,2.86,23.6496,23.5267,2
7.15,2.86,23.6496,23.5267,0
7.15,4.576,23.6496,23.5267,2
8.866,5.434,23.6496,23.5267,2
0.286,5.434,-11.1012,17.9505,2
2.002,6.292,-11.1012,17.9505,0
0.286,7.15,-11.1012,17.9505,2
5.434,2.86,22.8558,8.95709,2
7.15,2.86,22.8558,8.95709,0
7.15,4.576,22.8558,8.95709,2
8.866,5.434,22.8558,8.95709,2
4.576,1.144,22.8558,8.95709,2
3.718,4.576,5.9655,9.44093,0
2.002,4.576,5.9655,9.44093,2
0.572,5.434,-19.5243,201.767,0
0.858,5.434,-17.8926,212.061,0
2.574,4.576,-2.3253,104.358,0
2.86,4.576,-0.1644,296.267,0
2.86,4.576,3.0108,21.9724,0
1.144,5.434,-15.7317,79.4405,0
8.008,4.576,26.2515,9.58003,2
6.292,2.86,26.2515,9.58003,2
8.008,2.86,26.2515,9.58003,0
3.146,4.576,3.1872,370.513,0
8.294,4.576,29.118,20.3818,2
6.578,2.86,29.118,20.3818,0
8.58,4.576,26.472,345.643,2
6.864,2.86,26.472,345.643,0
8.58,2.86,26.472,345.643,2
5.148,4.576,5.9214,125.895,2
3.432,4.576,5.9214,125.895,0
1.716,5.434,-10.6602,53.7849,0
3.432,6.292,-10.6602,53.7849,2
1.716,7.15,-10.6602,53.7849,2
6.864,2.86,23.4732,23.3997,0
8.58,2.86,23.4732,23.3997,2
8.58,4.576,23.4732,23.3997,2
10.296,5.434,23.4732,23.3997,2
3.718,4.29,8.6115,280.972,0
2.002,4.29,8.6115,280.972,2
5.434,2.574,16.6377,45.0818,0
3.718,2.574,16.6377,45.0818,2
3.718,4.29,16.6377,45.0818,2
6.292,0.858,16.6377,45.0818,2
0.286,5.148,-11.1453,21.2708,2
2.002,6.006,-11.1453,21.2708,0
0.286,6.864,-11.1453,21.2708,2
7.15,4.29,26.3838,7.33018,2
5.434,2.574,26.3838,7.33018,2
7.15,2.574,26.3838,7.33018,0
4.004,4.29,9.9345,12.2714,0
5.72,2.574,22.503,6.01171,0
4.862,0.858,22.503,6.01171,2
2.86,6.006,-14.1441,147.13,2
1.144,5.148,-14.1441,147.13,0
2.86,4.29,3.0549,9.71914,0
1.43,5.148,-12.336,257.524,0
3.146,6.006,-12.336,257.524,2
1.43,6.864,-12.336,257.524,2
3.146,4.29,4.0251,75.9024,0
6.864,2.574,25.0167,105.943,0
8.58,2.574,25.0167,105.943,2
8.58,4.29,25.0167,105.943,2
10.296,5.148,25.0167,105.943,2
8.58,4.29,27.7509,120.9,2
6.864,2.574,27.7509,120.9,0
1.716,5.148,-10.4397,199.3,0
3.432,6.006,-10.4397,199.3,2
1.716,6.864,-10.4397,199.3,2
5.148,4.29,6.1419,299.672,2
3.432,4.29,6.1419,299.672,0
6.864,2.574,23.3409,9.65261,0
8.58,2.574,23.3409,9.65261,2
8.58,4.29,23.3409,9.65261,2
10.296,5.148,23.3409,9.65261,2
6.864,2.574,16.6377,7.88054,2
5.148,2.574,16.6377,7.88054,2
5.148,4.29,16.6377,7.88054,0
7.722,0.858,16.6377,7.88054,2
3.718,4.004,9.1848,185.166,0
2.002,4.004,9.1848,185.166,2
0.286,4.862,-11.1012,20.0068,2
2.002,5.72,-11.1012,20.0068,0
0.286,6.578,-11.1012,20.0068,2
4.004,4.004,11.9631,346.024,0
4.29,4.004,13.6389,192.78,0
6.006,2.288,17.6961,36.288,0
5.148,0.572,17.6961,36.288,2
4.29,2.288,17.6961,36.288,2
4.29,4.004,17.6961,36.288,2
6.864,0.572,17.6961,36.288,2
6.292,2.288,17.4756,84.8958,0
5.434,0.572,17.4756,84.8958,2
4.576,2.288,17.4756,84.8958,2
4.576,4.004,17.4756,84.8958,2
7.15,0.572,17.4756,84.8958,2
1.43,4.862,-10.6161,15.6341,0
3.146,5.72,-10.6161,15.6341,2
1.43,6.578,-10.6161,15.6341,2
8.58,4.004,28.4124,120.101,2
6.864,2.288,28.4124,120.101,0
6.864,2.288,24.708,65.5059,0
8.58,2.288,24.708,65.5059,2
8.58,4.004,24.708,65.5059,2
10.296,4.862,24.708,65.5059,2
1.716,4.862,-10.7484,80.1541,0
3.432,5.72,-10.7484,80.1541,2
1.716,6.578,-10.7484,80.1541,2
0.286,4.576,-10.4397,11.0436,2
2.002,5.434,-10.4397,11.0436,0
0.286,6.292,-10.4397,11.0436,2
0.572,2.86,-32.0487,22.6316,0
6.006,2.002,17.9166,130.504,0
5.148,0.286,17.9166,130.504,2
4.29,2.002,17.9166,130.504,2
4.29,3.718,17.9166,130.504,2
6.864,0.286,17.9166,130.504,2
6.006,2.002,14.8737,165.401,2
6.864,0.286,14.8737,165.401,2
4.29,3.718,14.8737,165.401,0
6.292,2.002,17.652,561.66,2
5.434,0.286,17.652,561.66,2
4.576,2.002,17.652,561.66,2
4.576,3.718,17.652,561.66,0
7.15,0.286,17.652,561.66,2
