X,Y,Z,Q,A
3.718,3.432,2.0406,34.4857,0
2.002,3.432,2.0406,34.4857,2
4.576,1.716,14.4327,14.4003,0
2.86,1.716,14.4327,14.4003,2
3.718,3.432,14.4327,14.4003,2
4.862,1.716,15.4911,288.133,0
3.146,1.716,15.4911,288.133,2
4.004,3.432,15.4911,288.133,2
2.574,5.148,-4.3098,60.2502,0
5.148,1.716,17.2551,49.4122,0
5.148,1.716,24.9726,5.60045,0
2.86,5.148,-4.4421,42.2392,0
4.576,3.432,0.5853,16.9646,2
2.86,3.432,0.5853,16.9646,0
2.86,5.148,0.5853,16.9646,2
4.862,3.432,2.6139,259.526,2
3.146,3.432,2.6139,259.526,0
3.146,5.148,2.6139,259.526,2
5.148,3.432,2.3934,136.038,2
3.432,3.432,2.3934,136.038,0
4.576,1.43,15.4029,35.7195,0
2.86,1.43,15.4029,35.7195,2
3.718,3.146,5.6568,44.2774,0
4.862,1.43,15.9762,223.25,0
3.146,1.43,15.9762,223.25,2
4.004,3.146,1.6437,40.2736,0
2.288,3.146,1.6437,40.2736,2
2.288,4.862,1.6437,40.2736,2
5.148,1.43,17.6961,401.14,0
4.29,3.146,1.4673,27.4095,2
2.574,3.146,1.4673,27.4095,0
2.574,4.862,1.4673,27.4095,2
5.434,1.43,18.7545,81.7387,0
3.718,1.43,11.3016,10.6687,0
4.576,3.146,11.3016,10.6687,2
4.576,3.146,5.3481,14.4668,0
4.576,3.146,1.0704,16.0756,2
2.86,3.146,1.0704,16.0756,0
2.86,4.862,1.0704,16.0756,2
4.862,3.146,3.1431,18.4585,2
3.146,3.146,3.1431,18.4585,0
5.148,3.146,4.6425,246.716,2
3.432,3.146,4.6425,246.716,0
3.432,4.862,-3.4719,25.1899,0
4.576,1.144,14.9619,99.8646,0
2.86,1.144,14.9619,99.8646,2
3.718,2.86,14.9619,99.8646,2
3.718,2.86,7.068,241.726,0
2.002,4.576,-7.4409,137.967,0
2.86,1.144,10.7283,12.979,2
3.718,2.86,10.7283,12.979,0
3.146,1.144,11.037,174.551,2
4.004,2.86,11.037,174.551,0
4.004,2.86,8.0382,43.6242,0
3.432,1.144,11.4339,129.482,2
4.29,2.86,11.4339,129.482,0
4.29,2.86,0.894,33.512,2
2.574,2.86,0.894,33.512,0
2.574,4.576,0.894,33.512,2
5.434,1.144,20.8272,264.975,0
4.576,2.86,1.0704,42.1727,2
2.86,2.86,1.0704,42.1727,0
2.86,4.576,1.0704,42.1727,2
5.72,1.144,22.3707,129.923,0
5.72,1.144,13.5066,40.7272,2
4.004,1.144,13.5066,40.7272,0
4.862,2.86,13.5066,40.7272,2
6.006,1.144,14.5209,128.29,2
4.29,1.144,14.5209,128.29,0
5.148,2.86,14.5209,128.29,2
3.432,4.576,-3.7806,44.6524,0
5.148,2.86,5.745,33.6027,2
3.432,2.86,5.745,33.6027,0
2.002,4.29,-6.3825,105.955,0
3.718,2.574,7.95,25.7282,0
3.146,0.858,9.4053,255.093,2
4.004,2.574,9.4053,255.093,0
2.288,4.29,-5.8533,170.354,0
4.29,2.574,0.894,45.1544,2
2.574,2.574,0.894,45.1544,0
2.574,4.29,0.894,45.1544,2
3.432,0.858,10.0227,27.2583,2
4.29,2.574,10.0227,27.2583,0
3.432,0.858,12.1836,14.5152,2
4.29,2.574,12.1836,14.5152,0
2.574,4.29,-3.9129,21.5188,0
5.434,0.858,12.6687,80.4807,2
3.718,0.858,12.6687,80.4807,2
4.576,2.574,12.6687,80.4807,0
5.72,0.858,23.6937,224.078,0
5.72,0.858,13.1979,49.7146,2
4.004,0.858,13.1979,49.7146,2
4.862,2.574,13.1979,49.7146,0
6.006,0.858,25.2813,247.641,0
6.292,0.572,27.9273,298.959,0
4.576,0.572,27.9273,298.959,2
2.002,4.004,-6.3825,33.899,0
2.002,4.004,-3.2073,32.889,0
2.288,4.004,-2.9868,74.9105,0
6.578,0.572,27.8832,40.0982,2
4.862,0.572,27.8832,40.0982,0
3.146,0.572,10.2873,26.708,2
4.004,2.288,10.2873,26.708,0
2.574,4.004,-2.6781,244.273,0
3.432,0.572,11.8308,262.526,2
4.29,2.288,11.8308,262.526,0
2.86,4.004,-2.2812,87.7807,0
3.718,0.572,12.36,31.873,2
4.576,2.288,12.36,31.873,0
6.006,0.572,26.1192,140.483,0
3.432,4.004,-9.4695,83.0874,0
6.292,0.286,28.1478,106.07,0
4.576,0.286,28.1478,106.07,2
2.002,3.718,-3.9129,32.1875,0
2.288,3.718,-4.0011,31.7399,0
6.578,0.286,29.0298,40.576,0
6.578,0.286,25.5459,29.5203,2
4.862,0.286,25.5459,29.5203,0
3.432,0.286,12.36,23.2122,2
4.29,2.002,12.36,23.2122,0
2.574,3.718,-4.0011,11.3763,0
2.574,3.718,-1.9725,15.0656,0
5.434,0.286,12.9774,251.288,2
3.718,0.286,12.9774,251.288,2
4.576,2.002,12.9774,251.288,0
4.576,2.002,-0.4731,195.235,2
2.86,2.002,-0.4731,195.235,2
2.86,3.718,-0.4731,195.235,0
4.862,2.002,0.7617,54.7525,2
3.146,2.002,0.7617,54.7525,2
3.146,3.718,0.7617,54.7525,0
5.72,0.286,14.6091,31.7762,2
4.004,0.286,14.6091,31.7762,2
4.862,2.002,14.6091,31.7762,0
3.432,3.718,-8.367,99.3505,0
