X,Y,Z,Q,A
4.576,10.296,24.0906,270.66,0
6.292,10.296,-2.0607,92.3469,2
7.15,8.58,-2.0607,92.3469,0
5.434,8.58,-2.0607,92.3469,2
7.436,8.58,-2.9868,436.067,0
5.72,8.58,-2.9868,436.067,2
4.862,10.296,22.3707,16.8558,2
5.72,8.58,22.3707,16.8558,0
6.006,8.58,-7.6614,287.818,2
7.722,8.58,-7.6614,287.818,0
7.722,8.58,-24.0225,27.6636,0
6.864,10.296,-24.0225,27.6636,2
8.008,8.58,-10.3956,48.8376,0
5.72,10.296,18.7986,36.4271,2
6.578,8.58,18.7986,36.4271,0
8.294,8.58,-17.187,15.1865,0
4.004,10.296,27.1776,15.6038,0
7.436,10.296,-27.6828,38.054,0
4.29,10.296,28.0155,371.402,0
7.722,10.296,-28.3443,100.451,0
8.58,8.58,-17.2311,14.8902,0
4.576,10.01,23.1645,139.358,2
5.434,8.294,23.1645,139.358,0
6.292,10.01,-26.007,47.6582,0
4.862,10.01,20.739,394.239,2
5.72,8.294,20.739,394.239,0
7.436,8.294,-3.2514,34.7458,0
5.72,8.294,-3.2514,34.7458,2
6.578,10.01,-25.5219,40.2373,0
4.862,10.01,16.3731,12.5436,0
5.148,10.01,19.2837,211.486,2
6.006,8.294,19.2837,211.486,0
7.722,8.294,-9.2931,231.136,0
6.864,10.01,-25.3896,16.7832,0
7.722,8.294,-23.802,17.515,0
6.864,10.01,-23.802,17.515,2
5.148,10.01,16.3731,7.83216,0
8.008,8.294,-12.8652,302.424,0
8.008,8.294,-23.802,53.7365,0
7.15,10.01,-23.802,53.7365,2
8.008,8.294,-16.4814,20.6963,0
8.008,8.294,-17.3193,27.6756,0
7.15,10.01,-25.6542,25.8552,0
5.72,10.01,18.7986,32.1754,2
6.578,8.294,18.7986,32.1754,0
8.294,8.294,-17.1429,81.4968,0
7.436,10.01,-26.0511,16.3417,0
7.722,10.01,-26.0952,44.0718,0
4.29,10.01,28.0155,25.7463,0
7.436,8.008,-3.4278,29.8892,0
5.72,8.008,-3.4278,29.8892,2
5.148,9.724,16.8141,302.811,2
6.006,8.008,16.8141,302.811,0
5.148,9.724,20.2539,69.7818,2
6.006,8.008,20.2539,69.7818,0
7.722,8.008,-12.4683,12.3319,0
6.292,8.008,16.0203,352.236,0
5.434,9.724,16.0203,352.236,2
5.434,9.724,19.9452,48.1118,0
6.292,8.008,19.9452,48.1118,2
8.008,8.008,-22.6995,67.5743,0
7.15,9.724,-22.6995,67.5743,2
8.008,8.008,-16.5255,235.352,0
8.008,8.008,-24.9927,4.57229,0
7.15,9.724,-24.9927,4.57229,2
3.718,9.724,26.0751,2.38291,0
5.72,9.724,18.7986,46.9809,0
6.578,8.008,18.7986,46.9809,2
8.294,8.008,-17.0988,424.043,0
7.436,9.724,-17.0988,424.043,2
8.294,8.008,-24.8163,11.34,0
7.436,9.724,-24.8163,11.34,2
8.58,8.008,-19.9212,34.1833,0
6.292,9.438,8.0823,240.499,0
7.436,7.722,-3.6483,41.6586,0
5.72,7.722,-3.6483,41.6586,2
7.722,7.722,-12.4683,29.4054,0
7.722,7.722,-22.9641,9.06595,0
6.864,9.438,-22.9641,9.06595,2
8.008,7.722,-22.8759,25.6133,0
7.15,9.438,-22.8759,25.6133,2
8.008,7.722,-4.2657,24.2525,2
6.292,7.722,-4.2657,24.2525,0
5.434,9.438,19.7247,16.1663,0
6.292,7.722,19.7247,16.1663,2
5.434,9.438,18.7545,12.4407,0
6.292,7.722,18.7545,12.4407,2
8.008,7.722,-12.6006,10.1244,0
5.72,9.438,19.5483,131.326,0
6.578,7.722,19.5483,131.326,2
8.294,7.722,-21.597,254.179,2
7.436,9.438,-21.597,254.179,0
7.436,9.438,12.2277,105.187,0
6.006,9.438,18.2253,71.5962,0
6.864,7.722,18.2253,71.5962,2
7.722,9.438,10.4196,318.403,0
6.006,9.438,19.4601,36.4573,0
6.864,7.722,19.4601,36.4573,2
8.58,7.722,-22.1703,23.1457,2
7.722,9.438,-22.1703,23.1457,0
6.292,9.152,7.95,205.88,0
4.576,9.152,19.2837,39.8019,0
5.434,7.436,19.2837,39.8019,2
7.15,7.436,-4.0011,28.0022,0
5.434,7.436,-4.0011,28.0022,2
6.578,9.152,5.1717,345.71,0
7.436,7.436,-3.8247,35.3868,0
5.72,7.436,-3.8247,35.3868,2
6.864,9.152,3.099,150.456,0
8.008,7.436,-4.3098,42.59,2
6.292,7.436,-4.3098,42.59,0
8.294,7.436,-24.3753,151.037,2
7.436,9.152,-24.3753,151.037,0
8.294,7.436,-4.3098,32.5685,2
6.578,7.436,-4.3098,32.5685,0
8.58,7.436,-4.1775,37.9028,2
6.864,7.436,-4.1775,37.9028,0
6.006,9.152,19.416,31.9576,0
6.864,7.436,19.416,31.9576,2
8.58,7.436,-24.4194,43.2795,2
7.722,9.152,-24.4194,43.2795,0
4.862,8.866,19.0191,44.8096,0
5.72,7.15,19.0191,44.8096,2
6.578,8.866,2.3934,31.371,0
6.864,8.866,2.3934,304.934,0
7.722,7.15,2.3934,304.934,2
7.15,8.866,0.1443,276.877,0
8.008,7.15,0.1443,276.877,2
6.292,7.15,0.1443,276.877,2
8.294,7.15,-25.8747,112.88,2
7.436,8.866,-25.8747,112.88,0
8.294,7.15,-2.6781,38.6891,2
6.578,7.15,-2.6781,38.6891,0
7.722,8.866,-26.7567,73.5134,0
8.58,7.15,-24.2871,20.4604,2
7.722,8.866,-24.2871,20.4604,0
