X,Y,Z,Q,A
2.002,6.864,10.0668,226.328,0
2.002,8.58,10.0668,226.328,2
0.286,7.722,-5.7651,41.7735,2
2.002,6.864,-5.7651,41.7735,0
2.002,8.58,-22.6995,23.6537,0
4.576,10.296,-22.6995,23.6537,2
0.286,6.006,19.3278,26.079,2
0.286,4.29,19.3278,26.079,0
4.576,10.296,-20.8032,6.048,2
2.002,8.58,-20.8032,6.048,0
0.572,6.006,19.6365,33.9051,2
0.572,4.29,19.6365,33.9051,0
4.862,10.296,-21.0237,46.624,2
2.288,8.58,-21.0237,46.624,0
0.572,7.722,-5.5005,28.2804,0
2.288,6.864,-17.6721,28.8187,2
2.288,8.58,-17.6721,28.8187,0
4.862,10.296,-17.6721,28.8187,2
2.288,8.58,-22.6995,17.6844,0
4.862,10.296,-22.6995,17.6844,2
2.574,6.864,-15.5553,71.2031,2
2.574,8.58,-15.5553,71.2031,0
2.574,6.864,-18.1131,48.511,2
2.574,8.58,-18.1131,48.511,0
5.148,10.296,-18.1131,48.511,2
1.144,4.29,20.7831,469.851,0
1.144,6.006,20.7831,469.851,2
2.86,6.864,-14.6292,95.0685,0
2.86,8.58,-14.6292,95.0685,2
2.86,6.864,-11.5863,11.1465,0
1.43,7.722,-13.4385,568.766,2
3.146,6.864,-13.4385,568.766,0
3.146,8.58,-13.4385,568.766,2
5.72,10.296,-13.4385,568.766,2
1.43,6.006,19.5042,48.8134,2
1.43,4.29,19.5042,48.8134,0
3.146,6.864,-19.5243,14.3761,2
3.146,8.58,-19.5243,14.3761,0
5.72,10.296,-19.5243,14.3761,2
3.432,6.864,-15.4671,59.1736,2
3.432,8.58,-15.4671,59.1736,0
3.432,8.58,-22.5231,12.2956,0
6.006,10.296,-22.5231,12.2956,2
2.288,6.578,-5.0595,62.8266,0
0.572,7.436,-5.0595,62.8266,2
4.004,8.294,-33.3717,71.064,0
0.572,5.72,19.6806,9.58608,2
0.572,4.004,19.6806,9.58608,0
4.004,8.294,-30.0642,8.56397,0
0.858,4.004,26.8689,348.335,0
2.574,6.578,-4.5303,48.5352,0
0.858,7.436,-4.5303,48.5352,2
0.858,5.72,19.7247,22.3292,2
0.858,4.004,19.7247,22.3292,0
0.858,7.436,-8.4111,63.9697,0
2.574,6.578,-1.2669,21.9119,0
4.29,8.294,-33.4599,29.0002,0
1.144,4.004,23.9583,199.015,0
1.144,5.72,23.9583,199.015,2
1.144,7.436,-8.2788,295.263,2
2.86,6.578,-8.2788,295.263,0
2.86,6.578,0.1443,13.3116,0
1.43,7.436,-8.9844,260.397,2
3.146,6.578,-8.9844,260.397,0
3.146,8.294,-22.1703,37.2859,0
5.72,10.01,-22.1703,37.2859,2
3.432,8.294,-22.479,38.7858,0
6.006,10.01,-22.479,38.7858,2
1.716,7.436,-6.9999,9.29578,2
3.432,6.578,-6.9999,9.29578,0
0.572,3.718,29.0298,213.664,0
4.004,8.008,-31.299,263.65,0
0.858,3.718,28.236,262.749,0
2.574,6.292,-4.0011,140.15,0
0.858,7.15,-4.0011,140.15,2
0.858,5.434,19.7247,31.7157,0
0.858,3.718,19.7247,31.7157,2
4.29,8.008,-31.3872,16.4445,0
2.86,6.292,-3.7806,538.508,0
1.144,7.15,-3.7806,538.508,2
2.86,8.008,-21.597,18.6702,0
5.434,9.724,-21.597,18.6702,2
1.43,7.15,-6.9999,82.5491,2
3.146,6.292,-6.9999,82.5491,0
3.146,8.008,-21.9498,39.1306,0
5.72,9.724,-21.9498,39.1306,2
1.716,7.15,-6.6471,75.3278,2
3.432,6.292,-6.6471,75.3278,0
6.006,9.724,-19.8771,12.1262,2
3.432,8.008,-19.8771,12.1262,0
4.576,9.438,-26.007,246.027,0
3.718,7.722,-26.007,246.027,2
4.004,7.722,-29.3145,104.153,0
2.288,6.006,3.3195,30.869,0
2.574,6.006,0.6294,404.756,0
2.574,7.722,-22.6113,16.6985,0
5.148,9.438,-22.6113,16.6985,2
0.858,5.148,19.6365,4.19126,0
0.858,3.432,19.6365,4.19126,2
1.144,5.148,19.7688,58.4479,0
1.144,3.432,19.7688,58.4479,2
5.434,9.438,-21.0237,63.0081,2
2.86,7.722,-21.0237,63.0081,0
2.86,6.006,-0.9141,70.1024,0
2.86,7.722,-22.5231,9.79171,0
5.434,9.438,-22.5231,9.79171,2
3.146,7.722,-21.4206,8.68493,0
5.72,9.438,-21.4206,8.68493,2
6.006,9.438,-19.9212,33.1672,2
3.432,7.722,-19.9212,33.1672,0
2.002,7.436,-22.7436,176.68,2
4.576,9.152,-22.7436,176.68,2
3.718,7.436,-22.7436,176.68,0
4.576,9.152,-20.2299,22.6377,0
2.002,7.436,-20.2299,22.6377,2
2.002,7.436,6.9357,12.8701,2
2.002,5.72,6.9357,12.8701,0
2.288,5.72,5.5245,337.491,0
2.288,7.436,-22.7436,18.779,2
4.862,9.152,-22.7436,18.779,0
2.574,5.72,3.3195,76.6524,0
2.574,7.436,-22.5672,19.4443,2
5.148,9.152,-22.5672,19.4443,0
5.148,9.152,-19.7889,23.2364,2
2.574,7.436,-19.7889,23.2364,0
1.144,4.862,20.0334,63.1714,0
1.144,3.146,20.0334,63.1714,2
5.434,9.152,-20.4063,70.0963,2
2.86,7.436,-20.4063,70.0963,0
2.86,7.436,-22.0821,43.5275,0
5.434,9.152,-22.0821,43.5275,2
5.72,9.152,-19.9653,28.9034,2
3.146,7.436,-19.9653,28.9034,0
3.432,5.72,-21.5529,296.328,2
3.432,7.436,-21.5529,296.328,0
6.006,9.152,-21.5529,296.328,2
2.002,5.434,8.1264,342.704,0
2.002,7.15,8.1264,342.704,2
0.286,6.292,-6.162,26.9862,2
2.002,5.434,-6.162,26.9862,0
4.576,8.866,-20.2299,6.44112,0
2.002,7.15,-20.2299,6.44112,2
2.288,5.434,7.0239,143.809,0
2.288,7.15,7.0239,143.809,2
2.288,5.434,-17.3193,84.1156,2
2.288,7.15,-17.3193,84.1156,0
4.862,8.866,-17.3193,84.1156,2
2.574,5.434,-19.2156,241.013,2
2.574,7.15,-19.2156,241.013,0
5.148,8.866,-19.2156,241.013,2
1.144,4.576,20.3421,67.919,0
1.144,2.86,20.3421,67.919,2
2.86,5.434,-14.8056,61.7259,2
2.86,7.15,-14.8056,61.7259,0
2.86,7.15,-21.8616,32.8648,0
5.434,8.866,-21.8616,32.8648,2
5.434,8.866,-19.9212,26.3511,2
2.86,7.15,-19.9212,26.3511,0
1.43,4.576,18.1812,473.734,0
1.43,2.86,18.1812,473.734,2
5.72,8.866,-20.3622,80.1662,2
3.146,7.15,-20.3622,80.1662,0
3.146,5.434,-17.4957,100.385,2
3.146,7.15,-17.4957,100.385,0
5.72,8.866,-17.4957,100.385,2
3.432,5.434,-17.628,299.128,2
3.432,7.15,-17.628,299.128,0
6.006,8.866,-17.628,299.128,2
3.432,7.15,-22.8318,12.0597,0
6.006,8.866,-22.8318,12.0597,2
