X,Y,Z,Q,A
7.15,3.432,25.7664,8.7696,0
5.434,5.148,11.5662,10.7715,0
7.436,5.148,17.3433,49.2065,2
7.436,3.432,17.3433,49.2065,0
5.72,5.148,17.3433,49.2065,2
7.436,3.432,25.8546,12.8822,0
7.722,5.148,18.0048,291.072,2
7.722,3.432,18.0048,291.072,0
7.722,3.432,25.7664,8.66678,0
6.006,5.148,6.9798,8.00755,0
6.006,6.864,6.9798,8.00755,2
8.008,3.432,23.4291,38.0661,0
6.292,5.148,7.5972,89.3411,0
6.292,6.864,7.5972,89.3411,2
8.008,3.432,23.6496,13.1967,0
8.008,3.432,25.7664,9.98525,0
6.578,5.148,8.6115,125.696,0
6.578,6.864,8.6115,125.696,2
8.294,3.432,25.8546,11.4428,0
8.58,3.432,25.7664,12.9548,0
7.15,3.146,25.7664,7.05802,0
7.436,3.146,25.7664,5.80003,0
7.722,3.146,19.3719,128.968,0
7.722,4.862,19.3719,128.968,2
7.722,3.146,25.7664,6.06614,0
8.008,3.146,19.8129,160.726,0
8.008,4.862,19.8129,160.726,2
8.008,3.146,23.6496,13.6987,0
8.008,3.146,23.0763,40.6123,0
6.578,4.862,9.9345,182.637,0
6.578,6.578,9.9345,182.637,2
8.294,3.146,25.8546,8.58816,0
6.864,4.862,10.3755,61.7561,0
8.58,3.146,25.8105,8.72726,0
5.434,6.292,0.453,67.0905,0
7.15,2.86,25.7664,10.0397,0
5.434,4.576,12.5805,7.02778,0
5.72,6.292,1.4673,200.582,0
7.436,2.86,25.7664,4.06426,0
7.722,2.86,24.1788,24.1315,0
7.722,2.86,25.8546,11.7996,0
8.008,2.86,21.4446,242.507,0
8.008,2.86,24.0906,15.755,0
8.008,2.86,25.8105,11.5577,0
8.294,2.86,22.3707,24.0831,0
6.578,4.576,10.7724,20.6237,0
8.294,2.86,25.7664,6.6407,0
6.864,4.576,11.2134,238.346,0
8.58,4.576,11.2134,238.346,2
8.58,2.86,25.7664,11.1948,0
5.434,4.29,13.7712,238.448,2
7.15,4.29,13.7712,238.448,0
7.15,2.574,25.8105,5.63069,0
5.72,6.006,2.3052,129.935,0
7.436,2.574,25.8105,8.76355,0
6.006,6.006,3.6282,96.4354,0
4.29,7.722,-8.1465,49.7811,0
7.722,2.574,25.7664,6.16291,0
4.576,7.722,-7.2204,136.836,0
8.008,2.574,24.3111,47.4224,0
8.008,2.574,25.7664,5.40691,0
8.294,2.574,24.3111,151.956,0
8.294,2.574,23.4291,127.818,0
8.294,2.574,25.8546,4.60858,0
6.864,4.29,12.5364,79.3921,0
8.58,4.29,12.5364,79.3921,2
8.58,2.574,25.8105,6.9431,0
8.58,2.574,24.3111,11.6424,0
5.434,4.004,7.6413,67.532,2
5.434,5.72,7.6413,67.532,0
5.434,4.004,14.4327,145.509,2
7.15,4.004,14.4327,145.509,0
7.15,2.288,25.8987,4.8505,0
5.72,4.004,7.1121,66.0925,2
5.72,5.72,7.1121,66.0925,0
7.436,2.288,15.2265,67.4654,2
5.72,4.004,15.2265,67.4654,2
7.436,4.004,15.2265,67.4654,0
7.436,2.288,25.7664,4.30013,0
6.006,4.004,4.7307,182.686,2
6.006,5.72,4.7307,182.686,0
6.006,4.004,6.8916,12.9367,2
6.006,5.72,6.8916,12.9367,0
4.576,7.436,-6.2502,116.303,0
6.292,4.004,5.6127,28.734,2
6.292,5.72,5.6127,28.734,0
8.008,2.288,25.8546,6.94915,0
8.294,2.288,27.2217,60.3832,0
8.294,2.288,24.5757,85.5853,0
4.862,7.436,-5.5005,104.763,0
8.294,2.288,25.8105,4.65696,0
8.58,2.288,25.59,223.074,0
5.434,3.718,7.7295,28.8369,2
5.434,5.434,7.7295,28.8369,0
7.15,2.002,25.7664,10.2876,0
7.436,3.718,16.6377,211.976,0
7.436,2.002,16.6377,211.976,2
5.72,3.718,16.6377,211.976,2
7.436,2.002,25.7664,6.16291,0
6.006,3.718,6.8475,71.439,2
6.006,5.434,6.8475,71.439,0
7.722,2.002,25.7664,6.16896,0
6.292,3.718,6.9798,251.288,2
6.292,5.434,6.9798,251.288,0
8.008,2.002,25.7664,5.3041,0
8.294,2.002,25.7664,5.93914,0
8.58,2.002,27.1776,202.88,0
