X,Y,Z,Q,A
4.004,8.58,29.118,73.7977,0
4.29,8.58,28.5447,301.765,0
2.574,8.58,3.8487,20.2548,0
4.576,8.58,29.2944,135.336,0
3.432,8.58,8.7438,28.4679,0
3.718,8.294,29.2062,67.7195,0
3.718,8.294,21.621,10.9106,0
4.004,8.294,24.5757,381.29,0
4.004,8.294,29.0298,16.5957,0
4.29,8.294,26.6925,323.411,0
3.432,8.294,8.8761,26.7624,0
3.718,8.008,21.1359,476.244,0
2.002,8.008,6.186,6.09034,0
4.004,8.008,22.3707,63.2137,0
3.432,8.008,17.9166,93.7924,0
2.002,7.722,6.1419,27.1737,0
3.146,7.722,14.5209,254.343,0
3.432,7.722,16.9464,312.627,0
2.002,7.436,9.0525,39.5781,0
2.002,7.436,6.1419,29.8287,0
2.288,7.436,9.4053,37.2678,0
2.574,7.436,9.5376,214.873,0
2.86,7.436,10.0227,424.473,0
3.146,7.436,12.0513,148.2,0
2.002,7.15,6.0978,11.3158,0
2.002,7.15,9.1407,9.72518,0
2.288,7.15,2.1729,367.803,0
2.288,7.15,6.2301,20.7809,0
2.574,7.15,3.8928,552.225,0
2.574,7.15,9.6699,10.7473,0
2.86,7.15,9.7581,23.69,0
