X,Y,Z,Q,A
5.72,8.58,-22.5231,142.751,0
9.438,7.722,21.0036,147.831,0
6.006,8.58,-19.4802,226.431,0
6.006,8.58,-23.0523,7.37251,0
6.292,8.58,-18.4659,245.482,0
9.724,7.722,20.2539,25.0327,0
6.578,8.58,-15.4671,234.251,0
6.578,8.58,-18.4659,16.9042,0
5.434,8.294,-25.4778,251.107,0
5.72,8.294,-23.2728,174.642,0
6.006,8.294,-23.0082,37.9512,0
9.438,7.436,20.4303,21.2406,0
6.006,8.294,-19.2597,14.2128,0
9.724,7.436,19.5483,111.942,0
9.724,7.436,19.0191,39.0277,0
5.72,8.008,-22.9641,9.18691,0
6.006,8.008,-19.5684,33.4938,0
6.006,8.008,-23.0082,10.203,0
9.724,7.15,20.1657,59.3853,0
6.292,8.008,-19.4802,15.1321,0
10.01,7.15,20.6067,19.1601,0
9.438,6.864,19.5483,70.0721,0
9.724,6.864,19.0632,14.9446,0
9.724,6.864,19.9893,57.6677,0
9.152,6.578,19.416,20.793,0
9.152,6.578,19.0632,10.5296,0
9.438,6.578,19.4601,35.5139,0
9.438,6.578,19.0632,6.35645,0
9.724,6.578,19.0632,8.46115,0
9.724,6.578,19.416,4.33642,0
7.436,9.152,-5.6769,85.2526,0
7.722,9.152,-3.7365,141.856,0
5.434,7.15,-17.2311,75.5335,0
5.72,7.15,-13.0857,186.641,0
7.436,8.866,-3.6042,9.43488,0
7.722,8.866,-3.5601,90.0608,0
