X,Y,Z,Q,A
5.434,3.432,28.4124,115.438,2
2.002,3.432,28.4124,115.438,2
3.718,3.432,28.4124,115.438,2
2.002,5.148,28.4124,115.438,2
0.286,4.29,28.4124,115.438,2
7.15,8.58,28.4124,115.438,2
0.286,6.006,28.4124,115.438,2
2.002,6.864,28.4124,115.438,2
2.002,8.58,28.4124,115.438,2
6.292,10.296,28.4124,115.438,2
7.15,5.148,28.4124,115.438,0
7.15,5.148,20.9595,45.3116,0
4.576,10.296,20.9595,45.3116,2
8.866,4.29,20.9595,45.3116,2
8.866,6.006,20.9595,45.3116,2
5.434,8.58,20.9595,45.3116,2
2.002,3.432,25.7664,19.8919,2
3.718,3.432,25.7664,19.8919,2
2.002,5.148,25.7664,19.8919,2
0.286,4.29,25.7664,19.8919,2
0.286,6.006,25.7664,19.8919,2
2.002,6.864,25.7664,19.8919,2
2.002,8.58,25.7664,19.8919,2
7.15,5.148,25.7664,19.8919,0
8.866,7.722,25.7664,19.8919,2
7.15,8.58,25.7664,19.8919,2
2.002,5.148,-18.3777,22.0087,0
2.002,3.432,-18.3777,22.0087,2
7.15,5.148,18.3576,18.3012,0
8.866,6.006,18.3576,18.3012,2
8.866,6.006,15.7998,9.76147,2
5.434,6.864,15.7998,9.76147,0
0.286,7.722,15.7998,9.76147,2
8.866,7.722,15.7998,9.76147,2
5.434,8.58,15.7998,9.76147,2
5.72,3.432,27.354,357.582,2
2.288,3.432,27.354,357.582,2
4.004,3.432,27.354,357.582,2
2.288,5.148,27.354,357.582,2
0.572,4.29,27.354,357.582,2
7.436,8.58,27.354,357.582,2
0.572,6.006,27.354,357.582,2
2.288,6.864,27.354,357.582,2
2.288,8.58,27.354,357.582,2
6.578,10.296,27.354,357.582,2
7.436,5.148,27.354,357.582,0
9.152,7.722,27.354,357.582,2
4.862,10.296,27.354,357.582,2
7.436,6.864,27.354,357.582,2
9.152,4.29,27.354,357.582,2
7.436,5.148,20.6067,73.7675,0
4.862,10.296,20.6067,73.7675,2
9.152,4.29,20.6067,73.7675,2
9.152,6.006,20.6067,73.7675,2
5.72,8.58,20.6067,73.7675,2
2.288,5.148,-18.3336,44.5375,0
2.288,3.432,-18.3336,44.5375,2
4.004,5.148,-23.0964,9.27158,0
9.152,6.006,12.4482,4.16102,2
9.152,7.722,12.4482,4.16102,2
5.72,8.58,12.4482,4.16102,0
9.152,4.29,12.4482,4.16102,2
3.146,10.296,12.4482,4.16102,2
2.574,3.432,26.3838,85.6397,2
4.29,3.432,26.3838,85.6397,2
2.574,5.148,26.3838,85.6397,2
0.858,4.29,26.3838,85.6397,2
7.722,8.58,26.3838,85.6397,2
0.858,6.006,26.3838,85.6397,2
2.574,6.864,26.3838,85.6397,2
2.574,8.58,26.3838,85.6397,2
6.864,10.296,26.3838,85.6397,2
7.722,5.148,26.3838,85.6397,0
9.438,7.722,26.3838,85.6397,2
6.006,3.432,29.4267,71.5055,0
2.574,3.432,29.4267,71.5055,2
4.29,3.432,29.4267,71.5055,2
2.574,5.148,29.4267,71.5055,2
0.858,4.29,29.4267,71.5055,2
7.722,8.58,29.4267,71.5055,2
4.29,5.148,-23.0082,35.024,0
2.574,5.148,-18.0249,45.5293,0
2.574,3.432,-18.0249,45.5293,2
9.438,6.006,16.1085,49.0251,2
6.006,6.864,16.1085,49.0251,0
0.858,7.722,16.1085,49.0251,2
9.438,7.722,16.1085,49.0251,2
6.006,8.58,16.1085,49.0251,2
9.438,4.29,16.1085,49.0251,2
2.574,3.432,27.6186,7.63862,2
4.29,3.432,27.6186,7.63862,2
2.574,5.148,27.6186,7.63862,2
0.858,4.29,27.6186,7.63862,2
7.722,8.58,27.6186,7.63862,2
0.858,6.006,27.6186,7.63862,2
2.574,6.864,27.6186,7.63862,2
2.574,8.58,27.6186,7.63862,2
6.864,10.296,27.6186,7.63862,2
7.722,5.148,27.6186,7.63862,0
6.292,3.432,26.7807,177.539,2
2.86,3.432,26.7807,177.539,2
4.576,3.432,26.7807,177.539,0
2.86,5.148,26.7807,177.539,2
1.144,4.29,26.7807,177.539,2
8.008,8.58,26.7807,177.539,2
1.144,6.006,26.7807,177.539,2
2.86,6.864,26.7807,177.539,2
2.86,8.58,26.7807,177.539,2
7.15,10.296,26.7807,177.539,2
8.008,5.148,26.7807,177.539,2
9.724,7.722,26.7807,177.539,2
9.724,6.006,15.2265,335.791,2
6.292,6.864,15.2265,335.791,0
1.144,7.722,15.2265,335.791,2
9.724,7.722,15.2265,335.791,2
6.292,8.58,15.2265,335.791,2
9.724,4.29,15.2265,335.791,2
2.86,5.148,-17.187,145.624,0
2.86,3.432,-17.187,145.624,2
2.86,3.432,23.9583,10.0639,2
2.86,5.148,23.9583,10.0639,0
1.144,6.006,23.9583,10.0639,2
2.86,6.864,23.9583,10.0639,2
2.86,8.58,23.9583,10.0639,2
8.008,5.148,23.9583,10.0639,2
9.724,7.722,23.9583,10.0639,2
8.008,8.58,23.9583,10.0639,2
1.144,4.29,23.9583,10.0639,2
5.434,10.296,23.9583,10.0639,2
8.008,6.864,23.9583,10.0639,2
6.578,3.432,27.2217,309.283,2
3.146,3.432,27.2217,309.283,2
